seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
S4C36620||full	0.907	0.960	0.240	0.740	1.000	1.000	lavidaviridae	2296	0	100.000	0.000
S4C36659||full	1.000	0.173	0.300	0.887	0.620	1.000	dsDNAphage	4473	3	100.000	0.000
S4C36889||full	1.000	0.233	0.265	0.673	0.773	1.000	dsDNAphage	33630	11	56.100	0.000
S4C36908||full	0.840	0.967	0.215	0.953	0.447	0.967	NCLDV	2771	0	33.300	0.000
S4C36910||full	0.073	0.580	0.005	0.007	0.073	0.580	NCLDV	2316	0	0.000	25.000
S4C36946||full	0.453	0.533	0.370	0.213	0.287	0.533	NCLDV	2291	0	33.300	0.000
S4C36952||full	1.000	0.880	0.020	0.260	0.833	1.000	dsDNAphage	57037	5	84.400	2.600
S4C36972||full	0.833	0.300	0.205	0.413	0.293	0.833	dsDNAphage	1949	0	100.000	0.000
S4C37044||full	0.867	0.927	0.110	0.693	0.753	0.927	NCLDV	1928	0	100.000	0.000
S4C37125||full	0.293	0.887	0.110	0.867	0.980	0.980	lavidaviridae	2063	0	33.300	0.000
S4C37166||full	0.967	0.767	0.125	0.900	0.980	0.980	lavidaviridae	2110	0	100.000	0.000
S4C37364||full	0.113	0.667	0.020	0.013	0.047	0.667	NCLDV	2427	0	33.300	0.000
S4C37367||full	0.980	0.600	0.010	0.087	0.087	0.980	dsDNAphage	14170	3	65.200	4.300
S4C37553||full	1.000	0.940	0.285	0.893	1.000	1.000	dsDNAphage	2498	1	100.000	0.000
S4C37640||full	0.867	0.493	0.125	0.787	0.967	0.967	lavidaviridae	2807	0	100.000	0.000
S4C37648||full	0.987	0.193	0.760	0.867	0.773	0.987	dsDNAphage	3285	1	16.700	0.000
S4C37813||full	0.400	NaN	0.610	0.367	0.493	0.610	RNA	891	0	0.000	0.000
S4C37997||full	0.513	0.007	0.485	0.787	0.987	0.987	lavidaviridae	2981	0	50.000	0.000
S4C38046||full	0.053	NaN	0.535	0.053	0.167	0.535	RNA	2252	0	0.000	0.000
S4C38097||full	0.973	0.860	0.290	0.967	0.993	0.993	lavidaviridae	18348	0	59.300	0.000
S4C38342||full	1.000	0.953	0.210	0.940	1.000	1.000	dsDNAphage	3854	1	80.000	0.000
S4C38371||full	0.900	0.140	0.165	0.913	0.480	0.913	ssDNA	2732	0	100.000	0.000
S4C38590||full	0.920	0.387	0.010	0.067	0.060	0.920	dsDNAphage	2188	2	50.000	25.000
S4C38719||full	0.833	0.860	0.210	0.960	0.973	0.973	lavidaviridae	5195	0	33.300	0.000
S4C39039||full	0.967	0.727	0.200	1.000	0.960	1.000	ssDNA	2014	0	100.000	0.000
S4C39457||full	0.880	0.173	0.520	0.673	0.487	0.880	dsDNAphage	2774	0	25.000	0.000
S4C39543||full	0.987	0.680	0.230	0.973	0.813	0.987	dsDNAphage	1990	1	100.000	0.000
S4C39609||full	0.920	0.720	0.855	0.987	0.807	0.987	ssDNA	2007	0	33.300	0.000
S4C39669||full	0.873	1.000	0.145	0.767	0.987	1.000	NCLDV	2179	0	80.000	0.000
S4C39682||full	0.947	0.627	0.110	0.987	0.973	0.987	ssDNA	2498	0	60.000	0.000
S4C39761||full	0.980	0.427	0.090	0.573	0.173	0.980	dsDNAphage	4721	0	87.500	0.000
S4C39828||full	0.980	0.640	0.095	0.927	0.900	0.980	dsDNAphage	3876	0	83.300	0.000
S4C39865||full	0.593	0.200	0.180	0.500	0.493	0.593	dsDNAphage	7434	0	25.000	0.000
S4C39875||full	0.847	0.200	0.185	0.513	0.640	0.847	dsDNAphage	3065	0	66.700	0.000
S4C39908||full	1.000	0.213	0.015	0.320	0.140	1.000	dsDNAphage	18284	6	93.300	0.000
S4C40010||full	0.953	0.253	0.170	0.887	0.440	0.953	dsDNAphage	4475	0	85.700	0.000
S4C40158||full	0.827	0.860	0.130	0.727	0.933	0.933	lavidaviridae	2915	0	22.200	0.000
S4C40217||full	1.000	0.653	0.130	0.973	0.393	1.000	dsDNAphage	2217	1	80.000	0.000
S4C40298||full	0.653	0.953	0.425	0.793	0.840	0.953	NCLDV	8598	0	87.500	0.000
S4C40342||full	0.980	0.800	0.110	0.940	0.347	0.980	dsDNAphage	2511	0	83.300	0.000
S4C40474||full	1.000	1.000	0.120	1.000	0.987	1.000	dsDNAphage	2223	1	100.000	0.000
S4C40829||full	0.993	0.927	0.320	0.700	0.960	0.993	dsDNAphage	15468	0	100.000	0.000
S4C40872||full	0.967	0.860	0.140	0.840	0.973	0.973	lavidaviridae	4962	0	100.000	0.000
S4C41077||full	0.800	0.820	0.230	0.560	0.993	0.993	lavidaviridae	3335	0	100.000	0.000
S4C41084||full	0.933	0.160	0.025	0.167	0.067	0.933	dsDNAphage	4464	0	69.200	7.700
S4C41174||full	1.000	0.767	0.010	0.147	0.740	1.000	dsDNAphage	67861	4	50.500	2.200
S4C41342||full	0.960	0.427	0.210	0.567	0.933	0.960	dsDNAphage	7327	0	100.000	0.000
S4C41501||full	0.867	0.633	0.275	0.980	0.953	0.980	ssDNA	3046	0	100.000	0.000
S4C41567||full	0.760	0.880	0.160	0.947	0.413	0.947	ssDNA	2213	0	50.000	0.000
S4C41707||full	0.947	0.753	0.200	0.647	1.000	1.000	lavidaviridae	4710	0	100.000	0.000
S4C41764||full	0.900	0.487	0.135	0.507	0.307	0.900	dsDNAphage	5826	0	100.000	0.000
S4C41771||full	1.000	0.873	0.160	0.633	0.960	1.000	dsDNAphage	32643	5	83.800	0.000
S4C41801||full	0.993	0.233	0.135	0.900	0.273	0.993	dsDNAphage	5046	3	87.500	0.000
S4C42206||full	1.000	0.733	0.100	0.773	0.307	1.000	dsDNAphage	4157	1	100.000	0.000
S4C42319||full	0.993	0.333	0.205	0.833	0.800	0.993	dsDNAphage	5040	1	85.700	0.000
S4C42513||full	0.280	0.860	0.235	0.053	0.713	0.860	NCLDV	2442	0	33.300	0.000
S4C42682||full	0.993	0.480	0.520	1.000	0.940	1.000	ssDNA	3041	0	100.000	0.000
S4C42824||full	0.940	0.887	0.330	0.980	0.740	0.980	ssDNA	2111	0	80.000	0.000
S4C42835||full	1.000	0.267	0.000	0.007	0.027	1.000	dsDNAphage	43383	1	25.400	3.400
S4C42848||full	0.627	0.967	0.180	0.860	1.000	1.000	lavidaviridae	2253	0	66.700	0.000
S4C43055||full	0.967	0.600	0.290	1.000	0.300	1.000	ssDNA	2022	0	100.000	0.000
S3C131||full	0.893	0.513	0.090	0.987	0.473	0.987	ssDNA	1874	0	60.000	0.000
S3C162||full	0.347	0.647	0.120	0.140	0.540	0.647	NCLDV	5660	0	25.000	0.000
S3C309||full	0.593	0.013	0.010	0.000	0.027	0.593	dsDNAphage	6329	1	28.600	57.100
S3C379||full	0.040	0.520	0.025	0.020	0.040	0.520	NCLDV	3463	0	0.000	0.000
S3C408||full	0.787	0.520	0.210	0.887	0.767	0.887	ssDNA	3207	0	100.000	0.000
S3C480||full	0.373	0.253	0.900	0.453	0.447	0.900	RNA	2365	0	0.000	0.000
S3C804||full	0.960	0.053	0.355	0.260	0.293	0.960	dsDNAphage	2390	1	33.300	0.000
S3C1004||full	0.867	0.967	0.845	0.973	1.000	1.000	lavidaviridae	2851	0	20.000	0.000
S3C1324||full	0.973	0.433	0.030	0.287	0.187	0.973	dsDNAphage	26875	4	70.000	0.000
S3C1471||full	1.000	0.513	0.080	0.993	0.247	1.000	dsDNAphage	2440	1	80.000	0.000
S3C1939||full	0.833	0.440	0.310	0.913	0.193	0.913	ssDNA	2752	0	25.000	0.000
S3C2091||full	0.847	NaN	0.675	0.660	0.920	0.920	lavidaviridae	3279	0	50.000	0.000
S3C2130||full	1.000	0.567	0.100	0.413	0.800	1.000	dsDNAphage	92868	16	70.000	0.000
S3C2304||full	0.953	0.713	0.300	0.920	0.800	0.953	dsDNAphage	2057	0	25.000	0.000
S3C2374||full	0.967	0.453	0.125	0.900	0.733	0.967	dsDNAphage	2452	0	85.700	0.000
S3C2485||full	0.680	0.353	0.045	0.087	0.420	0.680	dsDNAphage	4667	0	27.300	9.100
S3C2593||full	0.820	0.307	0.080	0.633	0.533	0.820	dsDNAphage	4594	0	62.500	0.000
S3C2598||full	0.873	0.033	0.000	0.020	0.020	0.873	dsDNAphage	8131	3	50.000	40.000
S3C2637||full	0.827	0.600	0.305	0.987	0.800	0.987	ssDNA	2262	0	66.700	0.000
S3C2823||full	0.087	0.527	0.000	0.000	0.060	0.527	NCLDV	3836	0	0.000	0.000
S3C2859||full	0.987	0.780	0.085	0.920	0.933	0.987	dsDNAphage	1971	0	80.000	0.000
S3C3111||full	0.440	0.367	0.315	0.467	1.000	1.000	lavidaviridae	3922	0	33.300	0.000
S3C3347||full	0.013	0.720	0.005	0.000	0.093	0.720	NCLDV	6097	0	16.700	0.000
S3C3379||full	0.120	0.547	0.020	0.000	0.253	0.547	NCLDV	12191	0	11.100	0.000
S3C3471||full	0.400	0.320	0.150	0.067	0.600	0.600	lavidaviridae	3750	0	40.000	0.000
S3C3652||full	0.087	0.513	0.015	0.007	0.100	0.513	NCLDV	7218	0	33.300	16.700
S3C3669||full	0.960	0.120	0.005	0.027	0.107	0.960	dsDNAphage	8709	1	70.000	10.000
S3C3761||full	0.240	0.613	0.100	0.033	0.327	0.613	NCLDV	3913	0	33.300	0.000
S3C3790||full	1.000	0.133	0.090	0.373	0.193	1.000	dsDNAphage	10872	3	89.500	0.000
S3C3911||full	0.980	0.807	0.220	0.960	0.987	0.987	lavidaviridae	3349	0	83.300	0.000
S3C3927||full	0.807	0.787	0.145	0.380	0.720	0.807	dsDNAphage	2548	0	75.000	0.000
S3C3941||full	0.647	0.207	0.210	0.293	0.247	0.647	dsDNAphage	3279	0	66.700	0.000
S3C4272||full	1.000	0.113	0.105	0.347	0.273	1.000	dsDNAphage	15371	14	100.000	0.000
S3C4370||full	1.000	0.907	0.165	0.800	0.980	1.000	dsDNAphage	24253	5	82.900	0.000
S3C4380||full	1.000	0.320	0.055	0.313	0.253	1.000	dsDNAphage	31547	11	95.000	0.000
S3C4387||full	0.127	0.740	0.045	0.073	0.193	0.740	NCLDV	2605	0	33.300	0.000
S3C4495||full	0.827	0.967	0.150	0.720	0.993	0.993	lavidaviridae	6059	0	100.000	0.000
S3C4508||full	1.000	0.567	0.195	0.780	0.653	1.000	dsDNAphage	3232	3	75.000	0.000
S3C4573||full	0.573	0.633	0.245	0.987	0.333	0.987	ssDNA	1444	0	100.000	0.000
S3C4654||full	0.953	0.740	0.400	0.927	0.853	0.953	dsDNAphage	2807	0	37.500	0.000
S3C4928||full	0.047	0.227	0.545	0.033	0.007	0.545	RNA	2546	0	0.000	0.000
S3C4939||full	0.733	0.980	0.135	1.000	0.947	1.000	ssDNA	2344	0	100.000	0.000
S3C5045||full	0.973	0.853	0.200	0.207	0.113	0.973	dsDNAphage	2173	1	50.000	0.000
S3C5520||full	0.980	0.340	0.540	0.540	0.873	0.980	dsDNAphage	3156	1	33.300	0.000
S3C5656||full	0.673	0.480	0.010	0.093	0.600	0.673	dsDNAphage	4410	0	42.900	14.300
S3C5981||full	0.740	0.653	0.645	0.767	0.820	0.820	lavidaviridae	4396	0	50.000	0.000
S3C6098||full	0.927	0.780	0.530	0.813	1.000	1.000	lavidaviridae	2714	0	33.300	0.000
S3C6369||full	0.993	0.327	0.180	0.980	0.387	0.993	dsDNAphage	5088	3	85.700	0.000
S3C6424||full	0.913	0.947	0.115	0.880	0.947	0.947	NCLDV	2976	0	33.300	0.000
S3C6596||full	0.520	0.933	0.595	1.000	0.927	1.000	ssDNA	2037	0	50.000	0.000
S3C6900||full	0.873	0.653	0.125	0.973	0.787	0.973	ssDNA	2656	0	100.000	0.000
S3C6911||full	0.933	0.760	0.035	0.460	0.473	0.933	dsDNAphage	5340	0	75.000	0.000
S3C7145||full	0.847	1.000	0.065	0.987	0.967	1.000	NCLDV	2456	0	100.000	0.000
S3C7261||full	0.827	0.727	0.260	0.847	0.813	0.847	ssDNA	3110	0	75.000	0.000
S3C7315||full	0.567	0.747	0.020	0.013	0.027	0.747	NCLDV	1072	0	50.000	0.000
S3C7529||full	1.000	0.920	0.125	0.360	0.920	1.000	dsDNAphage	63782	3	53.200	0.000
S3C7723||full	0.267	0.320	0.995	0.813	0.807	0.995	RNA	3903	0	0.000	0.000
S3C7738||full	0.607	0.187	0.430	0.593	0.560	0.607	dsDNAphage	2223	0	16.700	0.000
S3C7767||full	0.740	0.993	0.120	0.953	0.807	0.993	NCLDV	2014	0	100.000	0.000
S3C7891||full	0.993	0.587	0.115	0.580	0.653	0.993	dsDNAphage	4959	1	87.500	0.000
S3C7950||full	0.960	0.920	0.170	0.647	0.980	0.980	lavidaviridae	6739	0	100.000	0.000
S3C7981||full	0.927	0.433	0.180	0.567	0.873	0.927	dsDNAphage	7550	0	100.000	0.000
S3C8322||full	0.580	0.660	0.330	0.627	0.913	0.913	lavidaviridae	5341	0	11.100	0.000
S3C8332||full	1.000	0.993	0.055	0.973	0.367	1.000	dsDNAphage	2521	2	75.000	0.000
S3C8789||full	0.813	0.753	0.260	0.993	0.973	0.993	ssDNA	4961	0	100.000	0.000
S3C9023||full	0.947	0.640	0.340	0.867	0.527	0.947	dsDNAphage	2055	2	50.000	0.000
S3C9035||full	0.113	0.727	0.010	0.013	0.113	0.727	NCLDV	4161	0	16.700	16.700
S3C9226||full	0.613	0.493	0.165	0.933	0.747	0.933	ssDNA	2961	0	33.300	0.000
S3C9256||full	0.813	0.060	0.005	0.040	0.720	0.813	dsDNAphage	7027	0	21.400	7.100
S3C9579||full	0.473	0.607	0.245	0.873	0.953	0.953	lavidaviridae	2627	0	66.700	0.000
S3C9644||full	0.987	0.013	0.125	0.973	0.953	0.987	dsDNAphage	2470	2	100.000	0.000
S3C9671||full	0.093	0.833	0.095	0.007	0.487	0.833	NCLDV	10383	0	20.000	0.000
S3C9678||full	0.867	0.953	0.285	0.553	0.940	0.953	NCLDV	15363	0	91.700	0.000
S3C9782||full	0.747	NaN	0.975	0.380	0.853	0.975	RNA	2578	0	0.000	0.000
S3C9854||full	0.840	0.740	0.215	0.987	0.900	0.987	ssDNA	3364	0	66.700	0.000
S3C9957||full	0.533	0.653	0.005	0.013	0.420	0.653	NCLDV	7996	0	40.000	10.000
S3C10000||full	0.873	0.047	0.850	0.900	0.960	0.960	lavidaviridae	2305	0	33.300	0.000
S3C10211||full	0.987	0.920	0.125	0.940	0.880	0.987	dsDNAphage	2623	0	100.000	0.000
S3C10217||full	0.293	0.613	0.010	0.087	0.187	0.613	NCLDV	5265	0	25.000	0.000
S3C10250||full	0.067	0.767	0.005	0.013	0.087	0.767	NCLDV	6646	0	14.300	0.000
S3C10309||full	0.600	0.260	0.000	0.053	0.687	0.687	lavidaviridae	6583	0	50.000	10.000
S3C10490||full	0.947	0.873	0.290	0.947	0.933	0.947	dsDNAphage	2640	1	66.700	0.000
S3C10523||full	0.673	0.960	0.845	0.980	0.980	0.980	ssDNA	2583	0	50.000	0.000
S3C10861||full	0.833	0.840	0.335	0.833	0.687	0.840	NCLDV	1937	0	40.000	0.000
S3C11049||full	0.587	0.727	0.000	0.020	0.807	0.807	lavidaviridae	7609	0	42.900	14.300
S3C11290||full	0.133	0.753	0.610	0.007	0.633	0.753	NCLDV	3764	0	0.000	0.000
S3C11298||full	0.100	0.693	0.050	0.027	0.113	0.693	NCLDV	4505	0	16.700	0.000
S3C11396||full	0.373	0.507	0.360	0.020	0.600	0.600	lavidaviridae	3941	0	16.700	0.000
S3C11567||full	0.847	0.033	0.020	0.027	0.147	0.847	dsDNAphage	5228	1	25.000	25.000
S3C11839||full	0.913	0.880	0.285	0.653	0.920	0.920	lavidaviridae	11654	0	100.000	0.000
S3C11901||full	0.307	0.240	0.730	0.053	0.473	0.730	RNA	5847	0	0.000	0.000
S3C11904||full	0.667	0.680	0.675	0.973	0.927	0.973	ssDNA	3073	0	50.000	0.000
S3C11973||full	0.167	0.533	0.065	0.000	0.287	0.533	NCLDV	11542	0	22.200	0.000
S3C12197||full	0.980	0.773	0.180	0.673	0.727	0.980	dsDNAphage	4284	1	77.800	0.000
S3C12264||full	0.100	0.687	0.865	0.027	0.573	0.865	RNA	2687	0	0.000	0.000
S3C12313||full	0.947	1.000	0.175	0.867	0.973	1.000	NCLDV	6220	0	76.900	0.000
S3C12421||full	0.993	0.087	0.000	0.007	0.040	0.993	dsDNAphage	22056	1	48.600	2.700
S3C12504||full	0.360	0.600	0.025	0.020	0.440	0.600	NCLDV	15230	0	25.000	6.200
S3C12729||full	0.920	0.007	0.005	0.020	0.073	0.920	dsDNAphage	3589	1	33.300	66.700
S3C12814||full	1.000	0.093	0.000	0.073	0.020	1.000	dsDNAphage	10884	11	82.400	11.800
S3C12824||full	1.000	0.247	0.010	0.060	0.027	1.000	dsDNAphage	6430	6	75.000	12.500
S3C12883||full	0.713	0.947	0.005	0.067	0.793	0.947	NCLDV	6999	0	30.000	0.000
S3C13257||full	0.673	0.407	0.670	0.967	0.873	0.967	ssDNA	1788	0	33.300	0.000
S3C13375||full	0.087	0.667	0.015	0.000	0.033	0.667	NCLDV	9396	0	12.500	12.500
S3C13426||full	0.767	0.953	0.335	0.120	0.920	0.953	NCLDV	5513	0	25.000	0.000
S3C13565||full	0.980	0.233	0.370	0.940	0.907	0.980	dsDNAphage	8052	2	45.500	0.000
S3C13681||full	0.993	0.167	0.015	0.153	0.633	0.993	dsDNAphage	7493	3	60.000	10.000
S3C13697||full	1.000	0.960	0.220	0.773	0.973	1.000	dsDNAphage	9105	2	100.000	0.000
S3C13742||full	0.513	0.020	0.255	0.133	0.067	0.513	dsDNAphage	2400	0	0.000	0.000
S3C13788||full	0.420	NaN	0.260	0.073	0.653	0.653	lavidaviridae	2929	0	33.300	0.000
S3C13796||full	0.873	0.113	0.000	0.000	0.013	0.873	dsDNAphage	27057	2	34.400	31.200
S3C13879||full	0.673	0.867	0.480	0.767	0.647	0.867	NCLDV	2424	0	100.000	0.000
S3C13880||full	0.740	0.007	0.000	0.007	0.180	0.740	dsDNAphage	18384	1	26.300	36.800
S3C13923||full	0.107	0.113	0.865	0.387	0.307	0.865	RNA	2606	0	0.000	0.000
S3C14005||full	0.987	0.833	0.185	0.813	0.693	0.987	dsDNAphage	3249	0	77.800	0.000
S3C14094||full	1.000	0.133	0.120	0.873	0.193	1.000	dsDNAphage	5114	7	100.000	0.000
S3C14224||full	1.000	0.087	0.000	0.000	0.033	1.000	dsDNAphage	25771	2	69.400	5.600
S3C14248||full	0.987	0.347	0.210	0.820	0.880	0.987	dsDNAphage	4206	1	71.400	0.000
S3C14639||full	0.953	0.687	0.215	1.000	0.860	1.000	ssDNA	4198	0	71.400	0.000
S3C14751||full	1.000	0.827	0.115	0.993	0.500	1.000	dsDNAphage	2482	1	100.000	0.000
S3C14767||full	0.987	0.913	0.135	0.893	0.900	0.987	dsDNAphage	2978	0	83.300	0.000
S3C14951||full	1.000	0.207	0.140	0.993	0.333	1.000	dsDNAphage	6809	1	100.000	0.000
S3C15066||full	0.713	0.020	0.015	0.047	0.740	0.740	lavidaviridae	6848	0	30.000	10.000
S3C15129||full	0.727	0.580	0.510	0.853	0.687	0.853	ssDNA	2959	0	42.900	0.000
S3C15282||full	0.053	0.553	0.015	0.000	0.087	0.553	NCLDV	3995	0	20.000	0.000
S3C15342||full	0.920	0.493	0.245	0.620	0.853	0.920	dsDNAphage	20601	0	66.700	0.000
S3C15500||full	0.953	0.707	0.090	0.367	0.800	0.953	dsDNAphage	15216	0	92.300	0.000
S3C15719||full	0.907	0.027	0.000	0.000	0.007	0.907	dsDNAphage	40616	1	45.500	25.500
S3C15754||full	0.193	0.800	0.120	0.040	0.507	0.800	NCLDV	2960	0	25.000	0.000
S3C15816||full	1.000	0.847	0.100	0.640	0.633	1.000	dsDNAphage	2593	0	88.900	0.000
S3C15896||full	0.900	NaN	0.015	0.040	0.020	0.900	dsDNAphage	2641	2	50.000	25.000
S3C15900||full	0.147	0.220	0.835	0.027	0.393	0.835	RNA	5307	0	0.000	0.000
S3C16057||full	0.673	0.113	0.015	0.000	0.107	0.673	dsDNAphage	5913	1	25.000	50.000
S3C16149||full	0.773	0.313	0.025	0.100	0.060	0.773	dsDNAphage	2062	3	75.000	25.000
S3C16305||full	0.993	0.647	0.180	0.400	0.853	0.993	dsDNAphage	20882	0	96.800	0.000
S3C16348||full	0.980	0.067	0.000	0.000	0.000	0.980	dsDNAphage	15415	3	52.600	26.300
S3C16386||full	0.853	0.773	0.130	0.953	0.947	0.953	ssDNA	2908	0	42.900	0.000
S3C16464||full	0.927	0.940	0.285	0.833	0.947	0.947	lavidaviridae	4701	0	45.500	0.000
S3C16652||full	0.100	0.133	0.785	0.433	0.240	0.785	RNA	2469	0	0.000	0.000
S3C16673||full	0.940	NaN	0.005	0.027	0.060	0.940	dsDNAphage	2563	1	50.000	25.000
S3C16858||full	1.000	0.987	0.205	1.000	0.920	1.000	dsDNAphage	2700	2	100.000	0.000
S3C16963||full	0.353	0.193	0.680	0.800	0.913	0.913	lavidaviridae	3216	0	40.000	0.000
S3C17283||full	0.767	0.713	0.245	0.093	0.940	0.940	lavidaviridae	13620	0	20.000	0.000
S3C17289||full	0.093	NaN	0.680	0.413	0.600	0.680	RNA	2257	0	0.000	0.000
S3C18028||full	0.967	0.107	0.095	0.300	0.200	0.967	dsDNAphage	2289	2	100.000	0.000
S3C18046||full	0.833	0.953	0.230	0.713	0.900	0.953	NCLDV	2046	0	50.000	0.000
S3C18108||full	0.920	0.793	0.220	0.307	0.800	0.920	dsDNAphage	6550	0	72.700	0.000
S3C18373||full	1.000	0.747	0.130	0.933	0.960	1.000	dsDNAphage	5209	3	85.700	0.000
S3C18381||full	0.967	0.393	0.525	0.913	0.820	0.967	dsDNAphage	4306	0	62.500	0.000
S3C18550||full	0.600	0.280	0.005	0.060	0.687	0.687	lavidaviridae	5969	0	57.100	14.300
S3C18901||full	0.187	0.807	0.005	0.007	0.127	0.807	NCLDV	9956	0	30.000	0.000
S3C19132||full	0.987	0.280	0.070	0.533	0.113	0.987	dsDNAphage	3958	1	30.000	0.000
S3C19323||full	0.767	0.273	0.610	0.973	0.893	0.973	ssDNA	2134	0	25.000	0.000
S3C19368||full	1.000	0.913	0.135	0.747	0.947	1.000	dsDNAphage	8629	6	100.000	0.000
S3C19786||full	1.000	0.693	0.125	0.547	0.893	1.000	dsDNAphage	6812	4	80.000	0.000
S3C19822||full	1.000	0.867	0.035	0.993	0.227	1.000	dsDNAphage	2822	2	80.000	0.000
S3C20110||full	1.000	0.867	0.135	1.000	0.193	1.000	dsDNAphage	2734	4	100.000	0.000
S3C20310||full	1.000	0.480	0.070	0.240	0.807	1.000	dsDNAphage	22606	7	58.600	3.400
S3C20493||full	0.993	0.800	0.290	0.713	0.920	0.993	dsDNAphage	16779	0	100.000	0.000
S3C20592||full	0.760	0.073	0.000	0.000	0.000	0.760	dsDNAphage	8409	2	28.600	57.100
S3C21173||full	0.947	0.900	0.670	0.947	0.807	0.947	dsDNAphage	4211	0	50.000	0.000
S3C21204||full	0.687	0.447	0.100	0.633	0.160	0.687	dsDNAphage	2861	0	50.000	0.000
S3C21879||full	0.933	0.920	0.135	0.820	0.960	0.960	lavidaviridae	2574	0	100.000	0.000
S3C21927||full	0.300	0.133	0.430	0.000	0.553	0.553	lavidaviridae	4382	0	20.000	0.000
S3C21929||full	0.980	0.740	0.240	0.993	0.147	0.993	ssDNA	2020	0	40.000	0.000
S3C22500||full	0.960	0.680	0.105	0.927	0.953	0.960	dsDNAphage	1141	0	100.000	0.000
S3C22938||full	0.353	0.167	0.870	0.000	0.700	0.870	RNA	2120	0	0.000	0.000
S3C22957||full	0.987	0.353	0.135	0.620	0.267	0.987	dsDNAphage	5502	5	54.500	0.000
S3C22991||full	1.000	0.233	0.230	0.840	0.607	1.000	dsDNAphage	4434	4	100.000	0.000
S3C23053||full	0.700	0.767	0.535	0.747	0.787	0.787	lavidaviridae	2865	0	20.000	0.000
S3C23058||full	0.233	0.240	0.900	0.000	0.547	0.900	RNA	2139	0	0.000	0.000
S3C23144||full	0.887	0.693	0.275	0.873	0.733	0.887	dsDNAphage	2247	0	80.000	0.000
S3C23295||full	0.653	0.973	0.245	0.960	0.687	0.973	NCLDV	2382	0	50.000	0.000
S3C23733||full	1.000	0.313	0.415	1.000	0.580	1.000	dsDNAphage	2231	3	100.000	0.000
S3C23781||full	0.560	0.607	0.715	0.360	0.967	0.967	lavidaviridae	4520	0	25.000	0.000
S3C24206||full	0.133	0.727	0.010	0.013	0.080	0.727	NCLDV	2769	0	33.300	0.000
S3C24292||full	0.867	0.347	0.255	0.920	0.780	0.920	ssDNA	5379	0	66.700	0.000
S3C24878||full	0.633	0.867	0.075	0.500	0.813	0.867	NCLDV	3802	0	33.300	0.000
S3C25047||full	0.913	0.973	0.055	0.687	0.960	0.973	NCLDV	8363	0	84.600	0.000
S3C25067||full	0.667	0.680	0.090	0.127	0.467	0.680	NCLDV	8433	0	14.300	0.000
S3C25132||full	0.713	0.193	0.010	0.000	0.247	0.713	dsDNAphage	6306	1	28.600	14.300
S3C25993||full	0.913	0.953	0.165	0.880	1.000	1.000	lavidaviridae	2478	0	100.000	0.000
S3C26323||full	0.793	0.047	0.000	0.000	0.000	0.793	dsDNAphage	253461	1	19.000	4.400
S3C26404||full	0.220	0.267	0.090	0.007	0.573	0.573	lavidaviridae	4467	0	25.000	0.000
S3C26437||full	1.000	0.573	0.000	0.027	0.007	1.000	dsDNAphage	31509	7	44.700	2.100
S3C26653||full	0.667	0.673	0.120	0.420	0.840	0.840	lavidaviridae	6366	0	40.000	0.000
S3C26836||full	0.987	0.793	0.140	0.993	0.247	0.993	ssDNA	2019	0	100.000	0.000
S3C26856||full	0.547	0.400	0.200	0.220	0.367	0.547	dsDNAphage	3161	0	0.000	11.100
S3C26904||full	0.900	0.633	0.175	0.793	0.993	0.993	lavidaviridae	5666	0	100.000	0.000
S3C27019||full	0.760	0.233	0.000	0.000	0.013	0.760	dsDNAphage	18889	1	13.000	8.700
S3C27209||full	0.953	0.867	0.490	0.940	0.907	0.953	dsDNAphage	2856	2	50.000	0.000
S3C27318||full	1.000	0.940	0.100	0.373	0.913	1.000	dsDNAphage	19053	2	91.700	0.000
S3C27320||full	0.920	0.100	0.045	0.080	0.647	0.920	dsDNAphage	2737	1	28.600	14.300
S3C27353||full	0.033	0.173	0.585	0.000	0.167	0.585	RNA	2567	0	0.000	0.000
S3C27491||full	0.553	0.413	0.435	0.713	0.907	0.907	lavidaviridae	2423	0	33.300	0.000
S3C27574||full	0.973	0.960	0.235	0.160	0.787	0.973	dsDNAphage	2837	1	60.000	0.000
S3C27688||full	1.000	0.747	0.015	0.107	0.680	1.000	dsDNAphage	60241	6	56.600	2.600
S3C27821||full	0.913	0.873	0.275	0.620	0.920	0.920	lavidaviridae	11279	0	100.000	0.000
S3C27977||full	0.993	0.813	0.150	0.267	0.960	0.993	dsDNAphage	35920	2	30.600	0.000
S3C28169||full	0.847	0.707	0.070	0.940	0.933	0.940	ssDNA	3793	0	100.000	0.000
S3C28208||full	0.993	0.653	0.205	0.987	0.833	0.993	dsDNAphage	3943	2	80.000	0.000
S3C28437||full	0.007	0.773	0.000	0.000	0.027	0.773	NCLDV	12577	0	10.000	0.000
S3C28473||full	0.913	0.720	0.210	0.967	0.667	0.967	ssDNA	3154	0	80.000	0.000
S3C28498||full	0.340	0.560	0.095	0.113	0.127	0.560	NCLDV	4020	0	40.000	0.000
S3C28642||full	0.247	0.707	0.015	0.013	0.300	0.707	NCLDV	17168	0	14.300	0.000
S3C28771||full	0.973	0.553	0.255	0.893	0.713	0.973	dsDNAphage	3801	0	50.000	0.000
