name	prediction	score
S3C4939	Phage	0.97
S3C4944	Phage	0.89
S3C4977	Bacteria	0.42
S3C4983	Bacteria	0.18
S3C5002	Bacteria	0.3
S3C5005	Bacteria	0.19
S3C5030	Bacteria	0.14
S3C5045	Phage	0.8
S3C5081	Bacteria	0.1
S3C5089	Phage	0.51
S3C5110	Bacteria	0.18
S3C5111	Bacteria	0.14
S3C5142	Bacteria	0.25
S3C5147	Bacteria	0.24
S3C5314	Bacteria	0.21
S3C5324	Bacteria	0.38
S3C5334	Bacteria	0.18
S3C5348	Bacteria	0.4
S3C5353	Bacteria	0.29
S3C5362	Phage	0.72
S3C5520	Bacteria	0.42
S3C5530	Phage	0.55
S3C5563	Bacteria	0.1
S3C5656	Bacteria	0.33
S3C5746	Bacteria	0.3
S3C5773	Bacteria	0.16
S3C5790	Bacteria	0.2
S3C5849	Bacteria	0.36
S3C5863	Phage	0.52
S3C5871	Bacteria	0.15
S3C5878	Bacteria	0.37
S3C5892	Bacteria	0.42
S3C5920	Phage	0.56
S3C5981	Phage	0.87
S3C6067	Bacteria	0.36
S3C6091	Phage	0.73
S3C6098	Bacteria	0.26
S3C6119	Bacteria	0.13
S3C6290	Phage	0.61
S3C6345	Bacteria	0.16
S3C6351	Phage	0.68
S3C6369	Phage	0.51
S3C6424	Phage	0.96
S3C6452	Phage	0.5
S3C6530	Bacteria	0.26
S3C6555	Phage	0.59
S3C6596	Phage	0.98
S3C6697	Bacteria	0.15
S3C6767	Bacteria	0.05
S3C6797	Bacteria	0.15
S3C6846	Bacteria	0.38
S3C6876	Bacteria	0.14
S3C6900	Phage	0.92
S3C6911	Phage	0.97
S3C6938	Bacteria	0.48
S3C6946	Bacteria	0.27
S3C6994	Bacteria	0.24
S3C7034	Bacteria	0.06
S3C7062	Bacteria	0.4
S3C7069	Phage	0.51
S3C7071	Bacteria	0.26
S3C7128	Bacteria	0.25
S3C7140	Bacteria	0.2
S3C7145	Phage	0.95
S3C7147	Bacteria	0.19
S3C7149	Phage	0.55
S3C7225	Bacteria	0.21
S3C7227	Bacteria	0.23
S3C7231	Bacteria	0.27
S3C7261	Phage	0.88
S3C7276	Bacteria	0.27
S3C7315	Phage	0.69
S3C7494	Phage	0.64
S3C7495	Bacteria	0.37
S3C7517	Bacteria	0.13
S3C7529	Phage	0.92
S3C7582	Bacteria	0.28
S3C7614	Bacteria	0.38
S3C7646	Bacteria	0.44
S3C7723	Phage	0.52
S3C7730	Bacteria	0.23
S3C7738	Phage	0.94
S3C7767	Phage	0.66
S3C7805	Bacteria	0.21
S3C7808	Bacteria	0.21
S3C7891	Phage	0.68
S3C7931	Bacteria	0.43
S3C7950	Phage	0.89
S3C7956	Bacteria	0.35
S3C7981	Phage	0.92
S3C8007	Bacteria	0.28
S3C8026	Bacteria	0.24
S3C8035	Bacteria	0.22
S3C8053	Bacteria	0.38
S3C8102	Bacteria	0.17
S3C8110	Bacteria	0.33
S3C8147	Bacteria	0.29
S3C8228	Bacteria	0.17
S3C8234	Bacteria	0.48
S3C8251	Bacteria	0.32
S3C8262	Phage	0.54
S3C8310	Bacteria	0.23
S3C8322	Bacteria	0.41
S3C8332	Bacteria	0.49
S3C8358	Bacteria	0.2
S3C8421	Bacteria	0.34
S3C8449	Bacteria	0.27
S3C8450	Bacteria	0.3
S3C8519	Bacteria	0.22
S3C8592	Bacteria	0.32
S3C8662	Phage	0.72
S3C8684	Bacteria	0.38
S3C8727	Bacteria	0.23
S3C8787	Bacteria	0.21
S3C8789	Phage	0.93
S3C8848	Phage	0.91
S3C8880	Bacteria	0.44
S3C8905	Bacteria	0.39
S3C8908	Bacteria	0.28
S3C8911	Phage	0.68
S3C8979	Bacteria	0.16
S3C8982	Phage	0.51
S3C8997	Bacteria	0.12
S3C9019	Bacteria	0.26
S3C9023	Phage	0.99
S3C9035	Bacteria	0.49
S3C9112	Bacteria	0.3
S3C9141	Phage	0.52
S3C9226	Bacteria	0.25
S3C9256	Bacteria	0.24
S3C9276	Bacteria	0.25
S3C9308	Bacteria	0.19
S3C9324	Bacteria	0.31
S3C9406	Bacteria	0.22
S3C9442	Phage	0.62
S3C9446	Phage	0.97
S3C9465	Bacteria	0.42
S3C9479	Phage	0.61
S3C9554	Bacteria	0.23
S3C9558	Bacteria	0.24
S3C9579	Bacteria	0.23
S3C9608	Bacteria	0.36
S3C9644	Bacteria	0.48
S3C9655	Bacteria	0.09
S3C9667	Bacteria	0.14
S3C9671	Bacteria	0.24
S3C9672	Bacteria	0.18
S3C9678	Phage	0.94
S3C9697	Bacteria	0.18
S3C9713	Phage	0.53
S3C9737	Bacteria	0.14
S3C9740	Phage	0.52
S3C9762	Bacteria	0.16
S3C9782	Bacteria	0.41
S3C9792	Bacteria	0.45
S3C9807	Phage	0.94
S3C9821	Bacteria	0.3
S3C9843	Bacteria	0.18
S3C9850	Bacteria	0.21
S3C9854	Phage	0.89
S3C9860	Bacteria	0.34
S3C9877	Bacteria	0.08
S3C9913	Bacteria	0.23
S3C9929	Phage	0.82
S3C9943	Bacteria	0.37
S3C9953	Phage	0.83
S3C9957	Bacteria	0.34
S3C9984	Bacteria	0.35
S3C10000	Bacteria	0.25
S3C10128	Bacteria	0.29
S3C10129	Bacteria	0.37
S3C10138	Bacteria	0.28
S3C10209	Phage	0.57
S3C10211	Phage	0.89
S3C10217	Bacteria	0.21
S3C10220	Bacteria	0.31
S3C10247	Bacteria	0.12
S3C10250	Bacteria	0.23
S3C10251	Bacteria	0.17
S3C10296	Bacteria	0.24
S3C10309	Bacteria	0.43
S3C10328	Bacteria	0.39
S3C10392	Bacteria	0.22
S3C10432	Phage	0.51
S3C10453	Bacteria	0.44
S3C10454	Bacteria	0.15
S3C10490	Phage	0.95
S3C10510	Bacteria	0.14
S3C10523	Phage	0.95
S3C10549	Bacteria	0.27
S3C10603	Phage	0.64
S3C10607	Phage	0.62
S3C10631	Bacteria	0.15
S3C10638	Bacteria	0.48
S3C10666	Bacteria	0.19
S3C10691	Bacteria	0.2
S3C10707	Bacteria	0.07
S3C10716	Bacteria	0.14
S3C10727	Bacteria	0.22
S3C10771	Phage	0.93
S3C10777	Bacteria	0.31
S3C10799	Phage	0.75
S3C10834	Bacteria	0.32
S3C10848	Bacteria	0.12
S3C10861	Phage	0.95
S3C10896	Bacteria	0.15
S3C10920	Bacteria	0.44
S3C10965	Phage	0.83
S3C11036	Bacteria	0.5
S3C11049	Bacteria	0.28
S3C11103	Phage	0.53
S3C11119	Bacteria	0.15
S3C11166	Bacteria	0.1
S3C11233	Bacteria	0.18
S3C11252	Bacteria	0.43
S3C11277	Bacteria	0.17
S3C11285	Bacteria	0.27
S3C11290	Phage	0.63
S3C11298	Bacteria	0.28
S3C11349	Bacteria	0.21
S3C11396	Bacteria	0.07
S3C11470	Bacteria	0.49
S3C11551	Phage	0.5
S3C11565	Bacteria	0.18
S3C11567	Bacteria	0.26
S3C11578	Phage	0.56
S3C11595	Bacteria	0.42
S3C11625	Bacteria	0.22
S3C11637	Bacteria	0.47
S3C11643	Phage	0.55
S3C11653	Bacteria	0.22
S3C11662	Bacteria	0.11
S3C11710	Bacteria	0.27
S3C11737	Phage	0.97
S3C11738	Phage	0.55
S3C11755	Phage	0.61
S3C11809	Phage	0.55
S3C11815	Bacteria	0.28
S3C11839	Phage	0.95
S3C11845	Bacteria	0.45
S3C11850	Bacteria	0.47
S3C11871	Bacteria	0.4
S3C11876	Phage	0.55
S3C11883	Bacteria	0.24
S3C11888	Bacteria	0.38
S3C11901	Bacteria	0.24
S3C11904	Bacteria	0.24
S3C11918	Bacteria	0.23
S3C11927	Phage	0.83
S3C11973	Phage	0.5
S3C11987	Bacteria	0.48
S3C12069	Bacteria	0.32
S3C12086	Bacteria	0.16
S3C12196	Bacteria	0.29
S3C12197	Bacteria	0.16
S3C12223	Bacteria	0.3
S3C12244	Bacteria	0.17
S3C12264	Phage	0.5
S3C12309	Bacteria	0.19
S3C12313	Phage	0.97
S3C12322	Bacteria	0.05
S3C12362	Bacteria	0.12
S3C12376	Bacteria	0.16
S3C12421	Phage	0.79
S3C12484	Bacteria	0.46
S3C12504	Bacteria	0.18
S3C12528	Bacteria	0.46
S3C12553	Phage	0.64
S3C12589	Bacteria	0.22
S3C12722	Bacteria	0.19
S3C12725	Bacteria	0.46
S3C12729	Bacteria	0.38
S3C12741	Bacteria	0.31
S3C12745	Bacteria	0.14
S3C12766	Bacteria	0.13
S3C12798	Bacteria	0.26
S3C12814	Bacteria	0.14
S3C12824	Bacteria	0.2
S3C12846	Bacteria	0.1
S3C12883	Bacteria	0.24
S3C12885	Bacteria	0.2
S3C12898	Bacteria	0.3
S3C12923	Phage	0.59
S3C12927	Bacteria	0.17
S3C12930	Bacteria	0.27
S3C12937	Phage	0.54
S3C13023	Bacteria	0.33
S3C13074	Bacteria	0.36
S3C13077	Bacteria	0.42
S3C13089	Bacteria	0.39
S3C13108	Bacteria	0.31
S3C13211	Bacteria	0.21
S3C13230	Bacteria	0.05
S3C13257	Bacteria	0.16
S3C13295	Bacteria	0.37
S3C13306	Bacteria	0.32
S3C13321	Phage	0.65
S3C13368	Bacteria	0.18
S3C13369	Bacteria	0.46
S3C13375	Bacteria	0.29
S3C13393	Bacteria	0.33
S3C13426	Phage	0.55
S3C13452	Bacteria	0.23
S3C13493	Bacteria	0.32
S3C13510	Bacteria	0.28
S3C13540	Bacteria	0.13
S3C13565	Bacteria	0.27
S3C13622	Bacteria	0.12
S3C13665	Bacteria	0.24
S3C13681	Bacteria	0.36
S3C13697	Phage	0.91
S3C13720	Bacteria	0.37
S3C13742	Bacteria	0.32
S3C13773	Bacteria	0.44
S3C13783	Bacteria	0.43
S3C13784	Bacteria	0.22
S3C13788	Bacteria	0.38
S3C13796	Bacteria	0.32
S3C13872	Bacteria	0.22
S3C13879	Bacteria	0.46
S3C13880	Bacteria	0.31
S3C13890	Bacteria	0.15
S3C13919	Bacteria	0.27
S3C13923	Bacteria	0.36
S3C13932	Bacteria	0.3
S3C13955	Bacteria	0.14
S3C13961	Bacteria	0.37
S3C13970	Bacteria	0.46
S3C13977	Bacteria	0.11
S3C14001	Bacteria	0.2
S3C14005	Phage	0.95
S3C14040	Bacteria	0.43
S3C14078	Bacteria	0.17
S3C14094	Phage	0.83
S3C14120	Bacteria	0.38
S3C14128	Bacteria	0.32
S3C14154	Bacteria	0.38
S3C14201	Bacteria	0.21
S3C14224	Bacteria	0.44
S3C14226	Bacteria	0.32
S3C14244	Bacteria	0.17
S3C14248	Phage	0.98
S3C14258	Bacteria	0.34
S3C14288	Bacteria	0.44
S3C14306	Bacteria	0.32
S3C14313	Bacteria	0.16
S3C14382	Bacteria	0.18
S3C14400	Bacteria	0.15
S3C14450	Bacteria	0.2
S3C14484	Bacteria	0.29
S3C14485	Bacteria	0.34
S3C14492	Bacteria	0.42
S3C14493	Bacteria	0.4
S3C14525	Bacteria	0.26
S3C14553	Bacteria	0.38
S3C14589	Phage	0.63
S3C14609	Bacteria	0.19
S3C14639	Bacteria	0.35
S3C14642	Bacteria	0.31
S3C14687	Phage	0.52
S3C14704	Bacteria	0.16
S3C14708	Bacteria	0.3
S3C14751	Phage	0.82
S3C14766	Bacteria	0.25
S3C14767	Phage	0.96
S3C14783	Phage	0.65
S3C14785	Bacteria	0.48
S3C14791	Bacteria	0.18
S3C14813	Bacteria	0.21
S3C14837	Bacteria	0.08
S3C14844	Bacteria	0.17
S3C14877	Bacteria	0.2
S3C14951	Phage	0.67
S3C14959	Phage	0.65
S3C14980	Bacteria	0.2
S3C14993	Bacteria	0.22
S3C15011	Phage	0.55
S3C15012	Bacteria	0.12
S3C15052	Bacteria	0.15
S3C15057	Bacteria	0.16
S3C15066	Bacteria	0.19
S3C15124	Bacteria	0.24
S3C15129	Phage	0.93
S3C15141	Phage	0.95
S3C15146	Bacteria	0.17
S3C15150	Bacteria	0.35
S3C15195	Bacteria	0.15
S3C15282	Bacteria	0.08
S3C15322	Bacteria	0.36
S3C15342	Bacteria	0.34
S3C15350	Bacteria	0.42
S3C15353	Bacteria	0.47
S3C15386	Bacteria	0.37
S3C15396	Bacteria	0.2
S3C15412	Bacteria	0.12
S3C15448	Bacteria	0.2
S3C15464	Bacteria	0.34
S3C15470	Bacteria	0.09
S3C15500	Phage	0.93
S3C15550	Phage	0.54
S3C15568	Bacteria	0.15
S3C15609	Bacteria	0.13
S3C15651	Bacteria	0.26
S3C15699	Bacteria	0.48
S3C15710	Bacteria	0.41
S3C15719	Bacteria	0.33
S3C15754	Bacteria	0.24
S3C15816	Phage	0.96
S3C15841	Bacteria	0.46
S3C15860	Bacteria	0.44
S3C15883	Bacteria	0.45
S3C15896	Bacteria	0.33
S3C15900	Bacteria	0.16
S3C15910	Bacteria	0.31
S3C15937	Bacteria	0.24
S3C15950	Bacteria	0.33
S3C15959	Phage	0.6
S3C15986	Bacteria	0.21
S3C16005	Bacteria	0.18
S3C16022	Bacteria	0.42
S3C16045	Bacteria	0.24
S3C16057	Bacteria	0.35
S3C16112	Bacteria	0.4
S3C16119	Bacteria	0.13
S3C16128	Bacteria	0.49
S3C16149	Bacteria	0.41
S3C16199	Bacteria	0.16
S3C16269	Bacteria	0.23
S3C16289	Bacteria	0.29
S3C16305	Phage	0.93
S3C16319	Bacteria	0.42
S3C16323	Bacteria	0.31
S3C16348	Bacteria	0.45
S3C16356	Bacteria	0.17
S3C16384	Bacteria	0.11
S3C16386	Phage	0.85
S3C16398	Bacteria	0.33
S3C16420	Bacteria	0.18
S3C16421	Phage	0.63
S3C16426	Phage	0.51
S3C16428	Bacteria	0.41
S3C16447	Bacteria	0.21
S3C16464	Bacteria	0.23
S3C16508	Bacteria	0.28
S3C16547	Bacteria	0.3
S3C16574	Bacteria	0.37
S3C16580	Bacteria	0.47
S3C16582	Bacteria	0.25
S3C16593	Bacteria	0.31
S3C16652	Phage	0.95
S3C16673	Bacteria	0.37
S3C16694	Phage	0.77
S3C16782	Phage	0.94
S3C16794	Bacteria	0.45
S3C16796	Bacteria	0.11
S3C16805	Bacteria	0.12
S3C16816	Phage	0.51
S3C16858	Phage	0.93
S3C16874	Bacteria	0.11
S3C16902	Bacteria	0.23
S3C16954	Bacteria	0.27
S3C16963	Phage	0.95
S3C17054	Phage	0.73
S3C17137	Bacteria	0.28
S3C17158	Phage	0.75
S3C17262	Bacteria	0.11
S3C17282	Bacteria	0.31
S3C17283	Bacteria	0.39
S3C17289	Phage	0.57
S3C17302	Bacteria	0.07
S3C17489	Phage	0.94
S3C17495	Phage	0.61
S3C17504	Phage	0.51
S3C17514	Bacteria	0.36
S3C17525	Bacteria	0.25
S3C17561	Bacteria	0.24
S3C17632	Bacteria	0.39
S3C17655	Bacteria	0.38
S3C17711	Bacteria	0.22
S3C17749	Bacteria	0.15
S3C17768	Bacteria	0.41
S3C17834	Bacteria	0.27
S3C17862	Bacteria	0.43
S3C17926	Bacteria	0.25
S3C17932	Phage	0.7
S3C17939	Bacteria	0.22
S3C17965	Bacteria	0.37
S3C18028	Bacteria	0.17
S3C18030	Bacteria	0.16
S3C18046	Phage	0.94
S3C18068	Bacteria	0.22
S3C18086	Bacteria	0.17
S3C18108	Phage	0.88
S3C18160	Bacteria	0.27
S3C18172	Bacteria	0.25
S3C18175	Bacteria	0.43
S3C18196	Bacteria	0.31
S3C18223	Bacteria	0.41
S3C18241	Bacteria	0.09
S3C18269	Bacteria	0.45
S3C18271	Phage	0.71
S3C18281	Bacteria	0.26
S3C18354	Bacteria	0.23
S3C18356	Phage	0.71
S3C18373	Phage	0.96
S3C18381	Bacteria	0.36
S3C18420	Bacteria	0.28
S3C18483	Bacteria	0.3
S3C18491	Bacteria	0.22
S3C18529	Bacteria	0.21
S3C18535	Bacteria	0.19
S3C18541	Bacteria	0.26
S3C18550	Bacteria	0.36
S3C18578	Bacteria	0.45
S3C18636	Bacteria	0.3
S3C18702	Phage	0.51
S3C18717	Bacteria	0.24
S3C18726	Bacteria	0.31
S3C18754	Bacteria	0.24
S3C18824	Bacteria	0.24
S3C18857	Bacteria	0.36
S3C18886	Bacteria	0.34
S3C18901	Bacteria	0.28
S3C18924	Bacteria	0.26
S3C18950	Bacteria	0.39
S3C18952	Bacteria	0.27
S3C18992	Bacteria	0.17
S3C18995	Bacteria	0.36
S3C19004	Bacteria	0.32
S3C19030	Bacteria	0.18
S3C19037	Phage	0.67
S3C19132	Phage	0.62
S3C19207	Bacteria	0.4
S3C19221	Phage	0.71
S3C19263	Bacteria	0.35
S3C19320	Bacteria	0.09
S3C19323	Bacteria	0.49
S3C19339	Bacteria	0.39
S3C19353	Phage	0.89
S3C19368	Phage	0.96
S3C19386	Bacteria	0.22
S3C19387	Bacteria	0.22
S3C19493	Bacteria	0.42
S3C19498	Bacteria	0.1
S3C19507	Bacteria	0.26
S3C19545	Bacteria	0.47
S3C19552	Bacteria	0.28
S3C19560	Bacteria	0.29
S3C19584	Bacteria	0.28
S3C19638	Bacteria	0.27
S3C19688	Bacteria	0.12
S3C19693	Bacteria	0.26
S3C19739	Bacteria	0.41
S3C19754	Bacteria	0.23
S3C19786	Phage	0.97
S3C19822	Phage	0.71
S3C19838	Bacteria	0.13
S3C19849	Bacteria	0.4
S3C19949	Bacteria	0.42
S3C19977	Bacteria	0.28
S3C20046	Bacteria	0.49
S3C20070	Bacteria	0.27
S3C20088	Bacteria	0.15
S3C20110	Phage	0.67
S3C20116	Bacteria	0.22
S3C20141	Bacteria	0.44
S3C20151	Bacteria	0.31
S3C20175	Bacteria	0.34
S3C20214	Bacteria	0.21
S3C20225	Bacteria	0.38
S3C20260	Bacteria	0.27
S3C20277	Bacteria	0.18
S3C20310	Bacteria	0.34
S3C20329	Bacteria	0.14
S3C20343	Bacteria	0.17
S3C20386	Bacteria	0.27
S3C20428	Bacteria	0.48
S3C20451	Bacteria	0.19
S3C20452	Bacteria	0.13
S3C20493	Phage	0.94
S3C20495	Bacteria	0.28
S3C20520	Bacteria	0.32
S3C20521	Bacteria	0.44
S3C20539	Bacteria	0.35
S3C20541	Bacteria	0.21
S3C20546	Bacteria	0.31
S3C20567	Bacteria	0.41
S3C20575	Bacteria	0.36
S3C20592	Bacteria	0.32
S3C20598	Bacteria	0.18
S3C20651	Bacteria	0.26
S3C20663	Bacteria	0.23
S3C20711	Bacteria	0.49
S3C20733	Bacteria	0.29
S3C20757	Bacteria	0.17
S3C20761	Bacteria	0.09
S3C20766	Bacteria	0.36
S3C20814	Bacteria	0.12
S3C20824	Bacteria	0.42
S3C20912	Bacteria	0.13
S3C21060	Bacteria	0.21
S3C21084	Bacteria	0.17
S3C21148	Bacteria	0.16
S3C21157	Bacteria	0.2
S3C21173	Phage	0.55
S3C21204	Phage	0.94
S3C21222	Bacteria	0.13
S3C21271	Phage	0.58
S3C21331	Bacteria	0.21
S3C21405	Phage	0.55
S3C21429	Bacteria	0.5
S3C21449	Phage	0.51
S3C21477	Bacteria	0.37
S3C21488	Bacteria	0.31
S3C21502	Bacteria	0.36
S3C21542	Bacteria	0.42
S3C21627	Bacteria	0.33
S3C21660	Bacteria	0.27
S3C21677	Bacteria	0.29
S3C21762	Bacteria	0.36
S3C21820	Bacteria	0.12
S3C21828	Bacteria	0.21
S3C21848	Phage	0.59
S3C21879	Phage	0.96
S3C21884	Bacteria	0.13
S3C21886	Bacteria	0.5
S3C21909	Bacteria	0.3
S3C21922	Bacteria	0.48
S3C21927	Bacteria	0.42
S3C21929	Bacteria	0.21
S3C22024	Bacteria	0.16
S3C22027	Bacteria	0.21
S3C22133	Bacteria	0.11
S3C22239	Bacteria	0.18
S3C22272	Bacteria	0.19
S3C22293	Bacteria	0.41
S3C22305	Bacteria	0.41
S3C22317	Bacteria	0.13
S3C22363	Phage	0.69
S3C22439	Bacteria	0.16
S3C22453	Bacteria	0.17
S3C22462	Bacteria	0.28
S3C22500	Phage	0.9
S3C22521	Bacteria	0.46
S3C22548	Bacteria	0.1
S3C22556	Bacteria	0.23
S3C22574	Phage	0.62
S3C22605	Phage	0.55
S3C22683	Bacteria	0.24
S3C22684	Bacteria	0.1
S3C22716	Bacteria	0.3
S3C22730	Bacteria	0.16
S3C22812	Bacteria	0.27
S3C22843	Bacteria	0.43
S3C22938	Bacteria	0.46
S3C22957	Bacteria	0.44
S3C22991	Phage	0.98
S3C23009	Bacteria	0.12
S3C23053	Phage	0.76
S3C23058	Bacteria	0.2
S3C23136	Bacteria	0.22
S3C23144	Phage	0.98
S3C23169	Bacteria	0.13
S3C23170	Bacteria	0.16
S3C23174	Bacteria	0.36
S3C23187	Bacteria	0.22
S3C23200	Bacteria	0.14
S3C23216	Bacteria	0.19
S3C23292	Bacteria	0.24
S3C23295	Bacteria	0.22
S3C23296	Bacteria	0.19
S3C23341	Bacteria	0.42
S3C23345	Bacteria	0.37
S3C23360	Phage	0.6
S3C23361	Phage	0.68
S3C23404	Bacteria	0.2
S3C23431	Bacteria	0.39
S3C23472	Bacteria	0.4
S3C23492	Bacteria	0.14
S3C23597	Bacteria	0.16
S3C23621	Bacteria	0.45
S3C23633	Bacteria	0.22
S3C23688	Bacteria	0.13
S3C23691	Bacteria	0.19
S3C23733	Bacteria	0.22
S3C23781	Phage	0.56
S3C23782	Phage	0.74
S3C23810	Phage	0.89
S3C23840	Bacteria	0.3
S3C23848	Bacteria	0.09
S3C23849	Bacteria	0.25
S3C23883	Bacteria	0.23
S3C23916	Bacteria	0.28
S3C23985	Bacteria	0.2
S3C24029	Bacteria	0.33
S3C24206	Bacteria	0.11
S3C24230	Phage	0.58
S3C24232	Bacteria	0.45
S3C24235	Bacteria	0.27
S3C24255	Bacteria	0.29
S3C24261	Bacteria	0.31
S3C24292	Bacteria	0.29
S3C24319	Bacteria	0.24
S3C24336	Bacteria	0.3
S3C24337	Bacteria	0.19
S3C24348	Bacteria	0.23
S3C24361	Bacteria	0.11
S3C24401	Bacteria	0.42
S3C24446	Bacteria	0.22
S3C24453	Bacteria	0.45
S3C24457	Bacteria	0.36
S3C24480	Phage	0.53
S3C24570	Bacteria	0.11
S3C24580	Bacteria	0.21
S3C24671	Bacteria	0.16
S3C24735	Bacteria	0.31
S3C24738	Bacteria	0.38
S3C24830	Bacteria	0.2
S3C24867	Bacteria	0.28
S3C24878	Phage	0.54
S3C24912	Bacteria	0.21
S3C24917	Phage	0.94
S3C24977	Bacteria	0.13
S3C25047	Phage	0.94
S3C25067	Bacteria	0.36
S3C25085	Bacteria	0.19
S3C25132	Bacteria	0.39
S3C25157	Phage	0.54
S3C25212	Bacteria	0.35
S3C25253	Bacteria	0.41
S3C25274	Bacteria	0.35
S3C25330	Bacteria	0.16
S3C25338	Bacteria	0.13
S3C25389	Phage	0.67
S3C25413	Bacteria	0.2
S3C25446	Bacteria	0.16
S3C25462	Phage	0.68
S3C25556	Bacteria	0.25
S3C25611	Phage	0.9
S3C25630	Bacteria	0.24
S3C25643	Bacteria	0.3
S3C25654	Bacteria	0.15
S3C25681	Bacteria	0.13
S3C25686	Bacteria	0.39
S3C25700	Bacteria	0.2
S3C25716	Phage	0.72
S3C25751	Phage	0.78
S3C25769	Phage	0.5
S3C25793	Bacteria	0.33
S3C25821	Bacteria	0.49
S3C25825	Phage	0.68
S3C25900	Phage	0.59
S3C25905	Bacteria	0.48
S3C25925	Bacteria	0.46
S3C25936	Bacteria	0.17
S3C25967	Bacteria	0.15
S3C25989	Bacteria	0.29
S3C25993	Phage	0.94
S3C26055	Phage	0.95
S3C26161	Bacteria	0.16
S3C26163	Bacteria	0.27
S3C26277	Bacteria	0.13
S3C26284	Phage	0.8
S3C26293	Bacteria	0.26
S3C26322	Bacteria	0.08
S3C26323	Phage	0.65
S3C26363	Bacteria	0.14
S3C26404	Bacteria	0.24
S3C26421	Phage	0.75
S3C26437	Bacteria	0.49
S3C26440	Bacteria	0.49
S3C26470	Phage	0.53
S3C26471	Bacteria	0.33
S3C26543	Bacteria	0.4
S3C26627	Bacteria	0.16
S3C26653	Bacteria	0.33
S3C26655	Phage	0.6
S3C26737	Bacteria	0.47
S3C26740	Phage	0.51
S3C26766	Bacteria	0.12
S3C26785	Bacteria	0.27
S3C26807	Bacteria	0.44
S3C26830	Bacteria	0.36
S3C26833	Bacteria	0.06
S3C26836	Phage	0.87
S3C26844	Bacteria	0.08
S3C26856	Bacteria	0.41
S3C26904	Phage	0.9
S3C26917	Bacteria	0.13
S3C26966	Bacteria	0.28
S3C27019	Bacteria	0.46
S3C27122	Bacteria	0.23
S3C27195	Bacteria	0.13
S3C27209	Phage	0.96
S3C27295	Bacteria	0.29
S3C27318	Phage	0.92
S3C27320	Bacteria	0.45
S3C27353	Bacteria	0.24
S3C27417	Bacteria	0.17
S3C27424	Bacteria	0.2
S3C27431	Bacteria	0.1
S3C27471	Phage	0.57
S3C27475	Bacteria	0.42
S3C27491	Phage	0.72
S3C27555	Bacteria	0.18
S3C27574	Phage	0.98
S3C27579	Bacteria	0.4
S3C27605	Phage	0.95
S3C27625	Bacteria	0.34
S3C27634	Bacteria	0.1
S3C27640	Phage	0.89
S3C27645	Bacteria	0.13
S3C27674	Bacteria	0.22
S3C27688	Phage	0.72
S3C27694	Bacteria	0.09
S3C27695	Bacteria	0.24
S3C27698	Bacteria	0.28
S3C27716	Bacteria	0.33
S3C27794	Bacteria	0.33
S3C27821	Phage	0.95
S3C27830	Bacteria	0.1
S3C27843	Bacteria	0.44
S3C27881	Bacteria	0.17
S3C27923	Bacteria	0.33
S3C27958	Bacteria	0.14
S3C27977	Phage	0.64
S3C28034	Bacteria	0.14
S3C28058	Bacteria	0.3
S3C28081	Bacteria	0.21
S3C28156	Bacteria	0.1
S3C28167	Bacteria	0.29
S3C28169	Phage	0.94
S3C28171	Bacteria	0.33
S3C28183	Bacteria	0.49
S3C28208	Bacteria	0.35
S3C28285	Bacteria	0.45
S3C28302	Phage	0.51
S3C28303	Bacteria	0.22
S3C28416	Bacteria	0.21
S3C28436	Phage	0.69
S3C28437	Bacteria	0.16
S3C28473	Phage	0.9
S3C28476	Bacteria	0.42
S3C28486	Bacteria	0.06
S3C28498	Bacteria	0.13
S3C28513	Bacteria	0.29
S3C28523	Bacteria	0.14
S3C28556	Bacteria	0.15
S3C28562	Bacteria	0.26
S3C28568	Phage	0.67
S3C28604	Bacteria	0.19
S3C28642	Bacteria	0.26
S3C28675	Bacteria	0.24
S3C28709	Bacteria	0.44
S3C28725	Bacteria	0.3
S3C28771	Phage	0.89
S3C28839	Phage	0.89
S3C28841	Bacteria	0.15
S3C28870	Bacteria	0.13
S3C28905	Bacteria	0.32
S3C29032	Bacteria	0.19
S3C29100	Bacteria	0.13
S3C29128	Bacteria	0.12
S3C29260	Bacteria	0.25
S3C29278	Phage	0.88
S3C29301	Phage	0.8
S3C29319	Bacteria	0.31
S3C29329	Bacteria	0.48
S3C29337	Bacteria	0.22
S3C29367	Bacteria	0.28
S3C29401	Bacteria	0.41
S3C29405	Bacteria	0.16
S3C29427	Bacteria	0.31
S3C29453	Bacteria	0.18
S3C29511	Bacteria	0.43
S3C29519	Bacteria	0.16
S3C29521	Bacteria	0.2
S3C29670	Bacteria	0.16
S3C29678	Bacteria	0.25
S3C29706	Bacteria	0.41
S3C29734	Phage	0.79
S3C29796	Phage	0.89
S3C29826	Bacteria	0.13
S3C29908	Bacteria	0.31
S3C29915	Bacteria	0.29
S3C29964	Bacteria	0.17
S3C29984	Bacteria	0.4
S3C30011	Bacteria	0.22
S3C30013	Bacteria	0.27
S3C30057	Phage	0.57
S3C30063	Phage	0.96
S3C30102	Bacteria	0.31
S3C30136	Bacteria	0.49
S3C30154	Bacteria	0.28
S3C30173	Bacteria	0.49
S3C30192	Bacteria	0.16
S3C30199	Bacteria	0.25
S3C30208	Phage	0.98
S3C30266	Bacteria	0.39
